x_tip,y_tip,tip_angle_deg,F_x,F_y
0.215,-0.035,0.0,79.5687,26.513962
0.215,-0.025,0.0,85.850784,25.693947
0.215,-0.015,0.0,87.045456,26.824501
0.215,-0.005,0.0,85.089424,27.924774
0.215,0.005,0.0,80.16306,28.494076
0.215,0.015,0.0,72.90017,27.539879
0.215,0.023,0.0,62.394375,22.82448
0.215,0.035,0.0,41.322372,11.599649
