x_tip,y_tip,tip_angle_deg,F_x,F_y
0.215,-0.035,0.0,169.96712,-125.87564
0.215,-0.025,0.0,193.78809,-130.83395
0.215,-0.015,0.0,213.63388,-132.0485
0.215,-0.005,0.0,236.424,-128.9278
0.215,0.005,0.0,260.24146,-121.831894
0.215,0.015,0.0,283.24652,-108.93439
0.215,0.023,0.0,305.40765,-93.80461
0.215,0.035,0.0,333.8165,-65.33353
