144.0287195,-4.944101661,0.40363037
142.4981073,-4.535151577,-0.922583702
140.967495,-4.288732936,-1.703634677
139.4368828,-4.210088689,-1.682666866
137.9062705,-4.073771994,-2.023393802
136.3756583,-3.958427099,-1.92903865
134.845046,-3.9269694,-1.756054206
133.3144338,-3.795895655,-1.950006462
131.7838215,-3.67530781,-2.316943161
130.2532093,-3.748709107,-1.378633601
128.722597,-3.649093061,-1.645973196
127.1919848,-3.559962914,-1.56210195
125.6613726,-3.449860968,-1.572585856
124.1307603,-3.40791737,-1.640731243
122.6001481,-3.234900026,-1.986700132
121.0695358,-3.161498729,-1.682666866
119.5389236,-3.14576988,-1.661699055
118.0083113,-3.114312181,-1.326214072
116.4776991,-2.930808938,-1.556859998
114.9470868,-2.925565988,-1.315730166
113.4164746,-2.784006344,-1.625005385
111.8858624,-2.815464042,-1.179439392
110.3552501,-2.689633247,-1.179439392
108.8246379,-2.637203749,-1.158471581
107.2940256,-2.590017201,-1.153229628
105.7634134,-2.458943456,-1.399601412
104.2328011,-2.34884151,-1.682666866
102.7021889,-2.338355611,-1.389117506
101.1715766,-2.212524815,-1.467746799
99.64096439,-2.09717992,-1.724602489
98.11035215,-2.076208121,-1.824199593
96.5797399,-2.008049773,-1.567343903
95.04912766,-1.892704878,-1.509682422
93.51851541,-1.871733079,-1.389117506
91.98790317,-1.83503243,-1.446778988
90.45729092,-1.719687534,-1.478230705
88.92667868,-1.614828538,-1.509682422
87.39606643,-1.58337084,-1.572585856
85.86545419,-1.530941342,-1.436295082
84.33484194,-1.405110546,-1.462504846
82.8042297,-1.389381697,-1.399601412
81.27361745,-1.3054945,-1.389117506
79.74300521,-1.289765651,-1.205649156
78.21239296,-1.237336153,-1.305246261
76.68178072,-1.106262408,-1.320972119
75.15116848,-1.080047659,-1.132261816
73.62055623,-0.964702763,-1.394359459
72.08994399,-0.943730964,-1.195165251
70.55933174,-0.802171319,-1.237100873
69.0287195,-0.744498872,-1.231858921
50.9712805,0.193989143,0.078629293
47.0712805,0.540023829,-0.40363037
43.1712805,0.880815566,-0.728631447
39.2712805,1.295008601,-0.629034342
35.3712805,1.546670191,-1.001212995
31.4712805,1.84027538,-1.179439392
27.5712805,2.228253665,-1.294762355
23.6712805,2.6214749,-1.436295082
19.7712805,2.957023687,-1.714118583
15.8712805,3.418403269,-1.740328347
11.9712805,3.885025802,-1.96573232
8.071280505,4.252032288,-2.374604643
4.171280505,4.891672163,-1.59879562
0.271280505,5.201006201,-2.73629939
-3.628719495,5.772487729,-2.437508077
-7.528719495,6.28629681,-2.170168481
-11.4287195,6.590387898,-3.297188345
-15.3287195,7.093711079,-3.181865382
-19.2287195,7.570819511,-3.721786526
-23.1287195,8.11608629,-3.779448008
-27.0287195,8.509307525,-4.120174943
-30.9287195,9.101760852,-4.120174943
-34.8287195,9.631298782,-4.057271509
-38.7287195,10.21326621,-3.664125045
-42.6287195,10.66940284,-4.314127199
-46.5287195,11.07310998,-4.66533804
-50.4287195,11.54497546,-4.796386861
-54.3287195,11.83858065,-5.729454469
-58.2287195,12.34190383,-5.262920665
-62.1287195,13.12310335,-2.872590164
-66.0287195,13.72079963,-1.813715687
-69.9287195,14.20839396,-1.462504846
-73.8287195,14.73793189,-0.497985521
-77.7287195,14.89522038,-1.729844442
-81.6287195,15.24125507,-1.174197439
-85.5287195,14.98435053,-1.268552591
-89.4287195,3.255871826,-0.739115352
-93.3287195,3.497047516,-0.508469427
-97.2287195,3.65433601,-0.681453871
-101.1287195,3.732980257,-0.964519325
-105.0287195,3.9269694,-0.796776834
-108.9287195,4.152416241,-0.597582625
-112.8287195,4.215331639,-0.539921144
-116.7287195,4.320190635,-0.723389494
-120.6287195,4.45650733,-0.681453871
-124.5287195,4.540394527,-0.676211918
-128.4287195,4.645253523,-0.744357305
-132.3287195,4.776327268,-0.597582625
-136.2287195,4.828756766,-0.906857844
-140.1287195,4.97555936,-0.891131985
-144.0287195,5.148576703,-0.702421682
