theta,F_x,F_y,torque_x,torque_y
-50.97128050455623,-0.012816099510430522,-0.05241952853703226,-0.2883622389846867,-1.1794393920832258
-47.071280504556235,-0.035186018655908875,-0.02888898461596444,-0.7916854197579496,-0.6500021538591998
-43.171280504556236,-0.053128557970511296,-0.023297568238680996,-1.1953925543365043,-0.5241952853703225
-39.27128050455623,-0.06780881740973148,-0.0328495712165402,-1.5256983917189584,-0.7391153523721545
-35.37128050455623,-0.09157685650180224,-0.0013978540943208528,-2.0604792712905504,-0.03145171712221918
-31.471280504556233,-0.11115053575409578,0.006290343424443878,-2.500887054467155,0.14153272704998726
-27.571280504556235,-0.128394015095402,-0.010949857072180063,-2.8888653396465447,-0.2463717841240514
-23.671280504556236,-0.1468025943922019,-0.03098576575744573,-3.3030583738245425,-0.6971797295425288
-19.77128050455623,-0.17057063348427268,-0.009319027295472394,-3.8378392533961354,-0.20967811414812884
-15.87128050455623,-0.18781411282557883,-0.024462446650615047,-4.225817538575523,-0.5504050496388385
-11.971280504556232,-0.2090189320155636,-0.036577182134729165,-4.70292597035018,-0.8229865980314062
-8.071280504556233,-0.23651529096521404,-0.0016308297767076627,-5.3215940467173155,-0.036693669975922404
-4.1712805045562344,-0.2532927303243228,-0.041935622829625804,-5.699086432297263,-0.9435515136665805
-0.27128050455623587,-0.27939096932738083,-0.012813662531274543,-6.2862968098660685,-0.2883074069536772
3.62871949544377,-0.30269296843725413,-0.008620100248311963,-6.810591789838218,-0.19395225558701917
7.528719495443768,-0.3164411479120794,-0.06360236129159913,-7.119925828021786,-1.4310531290609803
11.428719495443767,-0.3434714668795324,-0.02935493598073806,-7.728108004789479,-0.6604860595666062
15.328719495443766,-0.3679385659448994,-0.009319027295472394,-8.278617733760235,-0.20967811414812884
19.22871949544377,-0.38261882538411945,-0.04100372010007856,-8.608923571142688,-0.9225837022517676
23.12871949544376,-0.3982311647877346,-0.05754499354954207,-8.960201207724028,-1.2947623548646965
27.028719495443767,-0.4084840443960789,-0.11695379255817862,-9.190890998911774,-2.631460332559019
30.928719495443758,-0.4287567836216685,-0.11485701141669732,-9.647027631487541,-2.5842827568756896
34.828719495443764,-0.44809744288286346,-0.10041251910871511,-10.082192464864427,-2.25928167994609
38.72871949544377,-0.45904938246450394,-0.12161330620591482,-10.328611105451339,-2.7362993896330834
42.62871949544376,-0.4672050821529595,-0.17193605360146577,-10.512114348441589,-3.8685612060329797
46.52871949544377,-0.4849146014764633,-0.17240200496623942,-10.910578533220423,-3.879045111740387
50.42871949544376,-0.507983580595238,-0.12767067394797188,-11.429630563392854,-2.872590163829367
54.328719495443764,-0.5170713602480883,-0.17566366451965476,-11.634105605581986,-3.952432451692232
58.22871949544377,-0.5345478595804933,-0.18288591067364585,-12.0273268405611,-4.114932990157031
62.12871949544376,-0.5571507987170703,-0.15073526650426608,-12.53589297113408,-3.391543496345987
66.02871949544377,-0.5676366983165133,-0.19686445161685448,-12.771825712121549,-4.429450161379226
69.92871949544376,-0.5902396374530903,-0.16914034541282408,-13.28039184269453,-3.8056577717885416
73.82871949544376,-0.6112114366519765,-0.11811867097011267,-13.75225732466947,-2.657670096827535
77.72871949544376,-0.6198331763226294,-0.18102210521455142,-13.94624646725916,-4.072997367327407
81.62871949544376,-0.6370766556639357,-0.16797546700089,-14.334224752438551,-3.779448007520025
85.52871949544377,-0.6475625552633787,-0.18940922978047653,-14.57015749342602,-4.261707670060721
89.42871949544377,-0.6550191949785382,-0.18847732705092934,-14.73793188701711,-4.2407398586459095
93.32871949544375,-0.6552522149696369,-0.18451674045035354,-14.74317483681683,-4.151626660132955
97.22871949544376,-0.6529220150586497,-0.1812550808969382,-14.690745338819616,-4.078239320181109
101.12871949544376,-0.6461644353167862,-0.16937332109521086,-14.538699794627691,-3.810899724642244
105.02871949544377,-0.6170369364294447,-0.12697174690081148,-13.883331069662505,-2.8568643052682585
108.92871949544377,-0.16148285383142205,0.02702517915686997,-3.633364211206996,0.6080665310295742
112.82871949544375,-0.16987157351097643,0.02842303325119083,-3.8221104039969696,0.6395182481517937
116.72871949544376,-0.17569707328844475,0.01654127344946352,-3.9531841489900064,0.3721786526129292
120.62871949544376,-0.18525089292349278,0.013512589578434991,-4.168145090778587,0.30403326551478727
124.52871949544377,-0.192940552629751,0.0074552218363779284,-4.341162434169397,0.16774249131850338
128.42871949544377,-0.19876605240721937,-0.013279613896048164,-4.472236179162436,-0.29879131266108366
132.32871949544375,-0.2236991914547837,0.00698927047160431,-5.0332318077326335,0.15725858561109696
136.22871949544376,-0.24560307061806463,0.002096781141481297,-5.526069088906454,0.04717757568332918
140.12871949544376,-0.27123526963892525,0.015143419355142662,-6.1027935668758175,0.34072693549070987
144.02871949544377,-0.3017608884728592,0.008387124565925169,-6.789619990639332,0.1887103027333163
142.49810725054581,-0.2593512500928899,-0.025394349380162284,-5.835403127090022,-0.5713728610536514
140.96749500564786,-0.23861247088510262,-0.051487625807485025,-5.368780594914808,-1.158471580668413
139.43688276074988,-0.22300013148148753,-0.06779592357456171,-5.017502958333469,-1.5254082804276383
137.90627051585193,-0.21065007195325472,-0.07478519404616601,-4.739626618948231,-1.6826668660387354
136.37565827095398,-0.20529061215798386,-0.06383533697398594,-4.619038773554637,-1.4362950819146836
134.84504602605602,-0.19760095245172568,-0.05055572307793778,-4.446021430163828,-1.1375037692536
133.31443378115807,-0.18828015280777632,-0.05405035831373992,-4.236303438174967,-1.2161330620591484
131.7838215362601,-0.17872633317272826,-0.0675629478921749,-4.021342496386386,-1.5201663275739352
