144.0287195,-6.789619991,0.188710303
142.4981073,-5.835403127,-0.571372861
140.967495,-5.368780595,-1.158471581
139.4368828,-5.017502958,-1.52540828
137.9062705,-4.739626619,-1.682666866
136.3756583,-4.619038774,-1.436295082
134.845046,-4.44602143,-1.137503769
133.3144338,-4.236303438,-1.216133062
131.7838215,-4.021342496,-1.520166328
130.2532093,-3.806381555,-2.206862151
128.722597,-3.900754651,-1.210891109
127.1919848,-3.738223207,-1.153229628
125.6613726,-3.680550759,-0.990729089
124.1307603,-3.638607161,-0.880648079
122.6001481,-3.470832767,-1.174197439
121.0695358,-3.386945571,-1.163713534
119.5389236,-3.345001972,-1.022180806
118.0083113,-3.15101283,-1.357665789
116.4776991,-3.093340382,-1.216133062
114.9470868,-2.972752536,-1.352423836
113.4164746,-2.909837139,-1.032664712
111.8858624,-2.87837944,-0.880648079
110.3552501,-2.747305695,-1.137503769
108.8246379,-2.663418498,-0.817744645
107.2940256,-2.631960799,-0.62379239
105.7634134,-2.579531301,-0.62379239
104.2328011,-2.422242807,-0.760083164
102.7021889,-2.36457036,-0.712905588
101.1715766,-2.249225464,-0.712905588
99.64096439,-2.144366468,-0.644760201
98.11035215,-2.09193697,-0.639518248
96.5797399,-2.002806823,-0.854438315
95.04912766,-1.892704878,-0.791534881
93.51851541,-1.84551833,-0.69717973
91.98790317,-1.814060631,-0.650002154
90.45729092,-1.724930484,-0.634276295
88.92667868,-1.609585589,-0.786292928
87.39606643,-1.541427241,-0.880648079
85.86545419,-1.473268894,-0.828228551
84.33484194,-1.405110546,-0.497985521
82.8042297,-1.295008601,-0.807260739
81.27361745,-1.211121404,-0.985487136
79.74300521,-1.085290609,-1.001212995
78.21239296,-1.04334701,-0.980245184
76.68178072,-0.969945713,-1.079842288
75.15116848,-0.859843767,-0.995971042
73.62055623,-0.78644247,-1.100810099
72.08994399,-0.77595657,-1.016938854
70.55933174,-0.734012972,-1.090326194
69.0287195,-0.613425127,-1.111294005
50.9712805,-0.036700649,0.199194208
47.0712805,0.241175691,-0.377420605
43.1712805,0.51905203,-0.644760201
39.2712805,0.78119952,-0.676211918
35.3712805,1.05383291,-0.906857844
31.4712805,1.295008601,-1.310488213
27.5712805,1.58337084,-1.263310638
23.6712805,1.903190777,-1.268552591
19.7712805,2.249225464,-1.483472658
15.8712805,2.584774251,-1.310488213
11.9712805,2.904594189,-1.698392725
8.071280505,3.292572474,-1.729844442
4.171280505,3.706765508,-1.551618045
0.271280505,4.058043145,-2.25928168
-3.628719495,4.435535531,-2.427024171
-7.528719495,4.907401013,-2.33266902
-11.4287195,5.279650448,-2.196378246
-15.3287195,5.75675888,-2.55283104
-19.2287195,6.144737165,-2.804444777
-23.1287195,6.595630848,-2.641944238
-27.0287195,7.093711079,-2.620976427
-30.9287195,7.555090661,-2.44275003
-34.8287195,8.026956143,-2.526621275
-38.7287195,8.446392127,-2.269765586
-42.6287195,9.038845455,-1.242342826
-46.5287195,9.531682736,-0.650002154
-50.4287195,9.841016774,-2.007667943
-54.3287195,10.3600688,-1.750812253
-58.2287195,10.77950479,-3.050816561
-62.1287195,11.29331387,-3.291946392
-66.0287195,11.8123659,-4.890742013
-69.9287195,12.30520318,-6.363730764
-73.8287195,12.60929427,-7.039942683
-77.7287195,13.159804,-6.536715209
-81.6287195,13.61594063,-6.725425511
-85.5287195,14.22936576,-4.916951777
-89.4287195,14.58064339,-5.540744166
-93.3287195,14.95813578,-5.205259184
-97.2287195,15.28319867,-5.158081608
-101.1287195,15.6449622,-4.329853057
-105.0287195,15.90186674,-3.365333732
-108.9287195,16.11682768,-2.154442623
-112.8287195,15.11542427,-1.085084241
-116.7287195,4.000370697,-0.136290774
-120.6287195,4.304461786,0.707663635
-124.5287195,4.566609276,0.933067608
-128.4287195,4.786813167,0.718147541
-132.3287195,5.033231808,0.807260739
-136.2287195,5.206249151,0.099597104
-140.1287195,5.51034024,-0.057661481
-144.0287195,5.893075575,0.466533804
