x_tip,y_tip,tip_angle_deg,F_x,F_y
200.0,-70.0,-35.0,286.39694,-103.99862
200.0,-50.0,-25.0,332.2319,-88.080956
200.0,-30.0,-14.999999999999998,361.99048,-59.379402
200.0,-10.0,-5.0,378.38177,-20.86078
200.0,10.0,5.0,386.83783,21.201683
200.0,30.0,14.999999999999998,388.38043,64.15442
200.0,50.0,25.0,387.2047,105.704895
200.0,70.0,35.0,388.6379,146.36957
