x_tip,y_tip,tip_angle_deg,F_x,F_y
0.2,-0.07,0.0,-0.0058130464,53.315132
0.2,-0.05,0.0,41.313488,12.83659
0.2,-0.03,0.0,64.87367,-2.8367271
0.2,-0.01,0.0,73.82694,-1.8754883
0.2,0.01,0.0,73.825584,1.8767815
0.2,0.03,0.0,64.872055,2.8390484
0.2,0.05,0.0,41.31179,-12.832804
0.2,0.07,0.0,-0.006387635,-53.31739
