x_tip,y_tip,tip_angle_deg,F_x,F_y
0.21,-0.07,0.0,105.49564,71.52855
0.21,-0.05,0.0,149.72762,45.9245
0.21,-0.03,0.0,159.5543,47.47291
0.21,-0.01,0.0,154.20374,58.540794
0.21,0.01,0.0,143.92206,69.8445
0.21,0.03,0.0,127.66495,76.60228
0.21,0.05,0.0,104.27231,74.621155
0.21,0.07,0.0,46.918304,40.708523
